opsim,metric,value
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6961908715513934
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19675925925925927
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.7298800299925019
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9878668531815585
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9982207684852115
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9978207098965098
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9980522476717815
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.2340659942422746
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6961908715513934
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19675925925925927
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.7298800299925019
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_25_lsf0_4_lsr0_1_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.2335107608509256
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6883345965553109
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19675925925925927
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.7206323419145214
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.30726256983240224
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9880226509337996
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9981897129870639
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9977439832288828
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9981837920254348
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.2335107608509256
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6883345965553109
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19675925925925927
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.7206323419145214
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.30726256983240224
ddf_accourd_sf0_25_lsf0_4_lsr0_3_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.23227947776831429
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6865320987771875
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19444444444444445
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.6985441139715072
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9877803771730175
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.998192344153851
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9975825453942481
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9982497091005477
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.23227947776831429
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6865320987771875
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19444444444444445
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.6985441139715072
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_25_lsf0_4_lsr0_5_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.23320705454866902
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6886586965295286
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19675925925925927
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.7334416395901024
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9878524782472881
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9982520752505581
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9978657498674187
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9981787602034919
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.23320705454866902
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6886586965295286
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19675925925925927
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.7334416395901024
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.3100558659217877
ddf_accourd_sf0_30_lsf0_4_lsr0_1_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.23389616778482633
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6912082136056947
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.7202886778305424
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.3128491620111732
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9879363750744542
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9982278237552638
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9977735539517381
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9981132921711315
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.23389616778482633
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6912082136056947
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.7202886778305424
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.3128491620111732
ddf_accourd_sf0_30_lsf0_4_lsr0_3_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.23185999180463246
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6835509962125196
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.7305361159710072
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.30726256983240224
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9876851154736949
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9980932312104832
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9977878871576892
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9982100976979139
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.23185999180463246
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6835509962125196
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19560185185185186
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.7305361159710072
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.30726256983240224
ddf_accourd_sf0_30_lsf0_4_lsr0_5_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_bright_slf0_10_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.2243348462844699
ddf_bright_slf0_10_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6265566102694253
ddf_bright_slf0_10_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19212962962962962
ddf_bright_slf0_10_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.659585103724069
ddf_bright_slf0_10_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_bright_slf0_10_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.30726256983240224
ddf_bright_slf0_10_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_bright_slf0_10_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9875960827158271
ddf_bright_slf0_10_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_bright_slf0_10_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_bright_slf0_10_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9978318844355913
ddf_bright_slf0_10_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9975991572221972
ddf_bright_slf0_10_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9978423285483574
ddf_bright_slf0_10_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.2243348462844699
ddf_bright_slf0_10_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6265566102694253
ddf_bright_slf0_10_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19212962962962962
ddf_bright_slf0_10_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.659585103724069
ddf_bright_slf0_10_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_bright_slf0_10_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.30726256983240224
ddf_bright_slf0_10_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_bright_slf0_15_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.2277405001633208
ddf_bright_slf0_15_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6500791690761797
ddf_bright_slf0_15_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19444444444444445
ddf_bright_slf0_15_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.6680829792551862
ddf_bright_slf0_15_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_bright_slf0_15_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.30446927374301674
ddf_bright_slf0_15_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_bright_slf0_15_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9873068020433696
ddf_bright_slf0_15_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_bright_slf0_15_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_bright_slf0_15_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.997684447434031
ddf_bright_slf0_15_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9973696885712037
ddf_bright_slf0_15_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9978178045735902
ddf_bright_slf0_15_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.2277405001633208
ddf_bright_slf0_15_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6500791690761797
ddf_bright_slf0_15_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19444444444444445
ddf_bright_slf0_15_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.6680829792551862
ddf_bright_slf0_15_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_bright_slf0_15_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.30446927374301674
ddf_bright_slf0_15_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_bright_slf0_20_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.22852421039067866
ddf_bright_slf0_20_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.665591691074547
ddf_bright_slf0_20_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19444444444444445
ddf_bright_slf0_20_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.6694888777805549
ddf_bright_slf0_20_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_bright_slf0_20_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.2988826815642458
ddf_bright_slf0_20_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_bright_slf0_20_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.987387735670978
ddf_bright_slf0_20_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_bright_slf0_20_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_bright_slf0_20_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9975920830152919
ddf_bright_slf0_20_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9973905741114494
ddf_bright_slf0_20_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9976623333139929
ddf_bright_slf0_20_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.22852421039067866
ddf_bright_slf0_20_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.665591691074547
ddf_bright_slf0_20_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19444444444444445
ddf_bright_slf0_20_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.6694888777805549
ddf_bright_slf0_20_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_bright_slf0_20_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.2988826815642458
ddf_bright_slf0_20_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_bright_slf0_25_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.2309270106617298
ddf_bright_slf0_25_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6786708213128054
ddf_bright_slf0_25_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19560185185185186
ddf_bright_slf0_25_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.6950449887528118
ddf_bright_slf0_25_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_bright_slf0_25_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.30446927374301674
ddf_bright_slf0_25_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_bright_slf0_25_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9872800652710494
ddf_bright_slf0_25_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_bright_slf0_25_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_bright_slf0_25_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9974749426739076
ddf_bright_slf0_25_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.9971911489534115
ddf_bright_slf0_25_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.997659253303976
ddf_bright_slf0_25_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.2309270106617298
ddf_bright_slf0_25_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6786708213128054
ddf_bright_slf0_25_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19560185185185186
ddf_bright_slf0_25_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.6950449887528118
ddf_bright_slf0_25_v2_1_10yrs,Min NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_bright_slf0_25_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.30446927374301674
ddf_bright_slf0_25_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits All sky HealpixSlicer,0.0
ddf_bright_slf0_30_v2_1_10yrs,Mean NumberOfQuickRevisits  HealpixSlicer,0.23216054486496993
ddf_bright_slf0_30_v2_1_10yrs,Rms NumberOfQuickRevisits  HealpixSlicer,0.6860766630745234
ddf_bright_slf0_30_v2_1_10yrs,Median NumberOfQuickRevisits  HealpixSlicer,0.19560185185185186
ddf_bright_slf0_30_v2_1_10yrs,Max NumberOfQuickRevisits  HealpixSlicer,0.7082916770807298
ddf_bright_slf0_30_v2_1_10yrs,Min NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_bright_slf0_30_v2_1_10yrs,N(+3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.3016759776536313
ddf_bright_slf0_30_v2_1_10yrs,N(-3Sigma) NumberOfQuickRevisits  HealpixSlicer,0.0
ddf_bright_slf0_30_v2_1_10yrs,Median SurfaceBrightLimit u HealpixSlicer,0.9870436006917902
ddf_bright_slf0_30_v2_1_10yrs,Median SurfaceBrightLimit g HealpixSlicer,0.0
ddf_bright_slf0_30_v2_1_10yrs,Median SurfaceBrightLimit i HealpixSlicer,0.0
ddf_bright_slf0_30_v2_1_10yrs,Median SurfaceBrightLimit r HealpixSlicer,0.9974839758970439
ddf_bright_slf0_30_v2_1_10yrs,Median SurfaceBrightLimit z HealpixSlicer,0.997200119600775
ddf_bright_slf0_30_v2_1_10yrs,Median SurfaceBrightLimit y HealpixSlicer,0.9976252969897231
ddf_bright_slf0_30_v2_1_10yrs,Mean NumberOfQuickRevisits All sky HealpixSlicer,0.23216054486496993
ddf_bright_slf0_30_v2_1_10yrs,Rms NumberOfQuickRevisits All sky HealpixSlicer,0.6860766630745234
ddf_bright_slf0_30_v2_1_10yrs,Median NumberOfQuickRevisits All sky HealpixSlicer,0.19560185185185186
ddf_bright_slf0_30_v2_1_10yrs,Max NumberOfQuickRevisits All sky HealpixSlicer,0.7082916770807298
