t,mag,stdev
37.0,-2.4195808698875823,0.2891015123484077
37.5,-2.4248098717390523,0.29267080262302564
38.0,-2.4291203880253267,0.29661557174015973
38.5,-2.4325538751720526,0.2932146091964674
39.0,-2.433290943688524,0.2961923284448538
39.5,-2.430179072362332,0.29941922947478167
40.0,-2.42566149566482,0.30287241679368365
40.5,-2.4207008562638226,0.3065295026389121
41.0,-2.4153282902082807,0.31036883110864283
41.5,-2.4095738069164434,0.31436965334500516
42.0,-2.4035694491016075,0.31851225785219023
42.5,-2.4035003547830645,0.32277806089896616
43.0,-2.4032220156018216,0.3271496623565973
43.5,-2.402756855783538,0.33161087235505815
44.0,-2.40212620844071,0.3361467139081318
44.5,-2.401350324559236,0.3407434062541287
45.0,-2.4004483848019196,0.34538833315533296
45.5,-2.3994385138648107,0.3500699998534634
46.0,-2.398434633907887,0.35477798183321696
46.5,-2.4031623708545666,0.35950286802906367
47.0,-2.4085801033307233,0.36423620063545464
47.5,-2.417257336598445,0.36897041326107377
48.0,-2.425830744210865,0.3736987688023424
48.5,-2.4343004791374083,0.3784152981004774
49.0,-2.4426663443373164,0.38311474018604585
49.5,-2.450927820395152,0.38779248470065203
